latitude,longitude,status_id,water_source_clean,water_source_category,distance_to_primary_road,distance_to_secondary_road,distance_to_tertiary_road,distance_to_city,distance_to_town,local_population_1km,water_point_population,pressure_score,is_urban
-0.085,34.826167,Yes,Borehole/Tubewell,Well,5613.947481470737,497.8377960588909,1881.7301023141683,8255.073603930423,11011.430204698689,3480.0,2533.0,8.443333333333333,false
0.0276667374,34.7104250405,Yes,Protected Well,Well,10386.735963860376,599.4574581775965,2760.019547924416,15237.826774196834,2379.487965211641,3497.0,140.0,0.466666666666667,false
-0.7643337,34.3599084,Yes,Borehole/Tubewell,Well,45320.20690400447,2809.800540537033,570.9261472017939,46599.9260482536,19454.10480157412,2352.0,481.0,1.603333333333333,false
0.014388535171747,34.3369140625,Yes,Borehole/Tubewell,Well,15334.17098633532,722.1000750002078,2867.6321794675664,48226.67547061248,7578.490437615102,1964.0,664.0,2.213333333333333,false
0.0298603075,34.6641365281,Yes,Protected Well,Well,6990.396990032948,377.2160752365423,2871.946744313052,17776.332822831104,4215.859731350573,3478.0,146.0,0.486666666666667,false
-0.9804094562,34.2817830849,Yes,Borehole/Tubewell,Well,63238.87002739667,3044.2078721162893,12.585443354537173,64102.52441521089,22671.03477944945,817.0,720.0,2.4,false
-0.475581705570221,34.83878707885742,Yes,Borehole/Tubewell,Well,22652.997250837318,11929.701067054357,4675.607684166762,22843.12002626297,12205.480278114976,1862.0,1128.0,3.76,false
-0.8859173623,34.4713524218,Yes,Protected Well,Well,40000.66177824187,19624.208546775324,904.8739610107494,40766.66858902184,7148.477961486531,2458.0,1931.0,6.436666666666666,false
-0.707016706466675,34.418113708496094,Yes,Borehole/Tubewell,Well,37750.4396642764,1900.7687575340576,463.9207981816655,39145.18990647327,11212.298726941215,1187.0,304.0,1.013333333333333,false
-0.675353,34.4905035,Yes,Borehole/Tubewell,Well,29409.907737124468,4142.363531871503,1508.8048812994098,30872.87617127278,3196.96722539114,1721.0,527.0,1.756666666666667,false
-0.71055668592453,34.46998977661133,Yes,Borehole/Tubewell,Well,32094.325061321026,6938.464850251192,481.4276168143736,33459.96169342717,5834.604210650977,1366.0,725.0,2.416666666666666,false
-0.798083305358887,34.3719482421875,Yes,Borehole/Tubewell,Well,45116.46497871901,6765.212986048405,57.28389450324402,46302.318894056574,20279.95858637048,1046.0,176.0,0.586666666666667,false
-0.445531666278839,34.88725662231445,Yes,Borehole/Tubewell,Well,27984.48545064412,8156.550148639577,107.1713307031686,28100.973114719203,14432.302339279262,2858.0,1336.0,4.453333333333333,false
0.009656690061092,34.2850227355957,Yes,Borehole/Tubewell,Well,16763.99971356084,5138.004210439629,1364.0258633509875,53689.23535289648,5567.966687522567,1130.0,262.0,0.873333333333333,false
-0.6010016667,34.4043633333,Yes,Borehole/Tubewell,Well,39567.14097454328,35.207810608843154,1391.6415071080305,41155.909906563946,9438.91236945525,1116.0,1042.0,3.473333333333333,false
-0.765361666679382,34.60698318481445,Yes,Borehole/Tubewell,Well,19932.76506363866,340.8047987060471,995.6193419561164,20808.060829909035,929.1151732411146,3290.0,640.0,2.133333333333333,false
-0.036167,34.752667,Yes,Borehole/Tubewell,Well,4837.934103473016,1466.4929845362446,3203.200157903642,7382.070255459087,1375.9396028864876,3996.0,845.0,2.816666666666667,false
0.042734999209642,34.40774154663086,Yes,Borehole/Tubewell,Well,8882.409325818979,1002.5835339099674,180.29582456098453,41792.73683184465,12755.613517402204,2208.0,601.0,2.003333333333333,false
0.0327866667,34.4007383333,Yes,Protected Well,Well,10230.556612472925,2204.103007847055,603.1850192704278,42108.799682637095,13111.45276435056,2077.0,1107.0,3.69,false
-0.627285003662109,34.398521423339844,Yes,Borehole/Tubewell,Well,39814.66229289887,2934.0373842023023,3277.313402515125,41368.0371390936,12257.718990525582,1469.0,792.0,2.64,false
-1.0819213755,34.498913162,Yes,Borehole/Tubewell,Well,53486.29535073332,3487.657301645194,67.89566009290974,54555.17178571729,3975.5085518000337,2138.0,282.0,0.94,false
0.02890578,34.70337937,Yes,Protected Well,Well,10004.9485563555,26.31981376145925,1428.7662259399106,15633.984559669258,2699.451772753106,3899.0,139.0,0.463333333333333,false
-1.061541676521301,34.45972442626953,Yes,Protected Well,Well,54575.98718110567,2629.1041698773274,932.4987938095168,55280.20218008653,947.8689920976096,12272.0,2642.0,8.806666666666667,true
-1.261374950408936,34.575286865234375,Yes,Borehole/Tubewell,Well,65581.3094762421,2908.90244021905,3310.8851035796447,68873.92873667425,8614.362161328463,1519.0,218.0,0.726666666666667,false
-0.15903699,35.193359,Yes,Piped Water,Piped Water,6747.666492259602,47.96727899062571,852.8696201303602,25039.90299197648,709.5153587694114,8643.992735002073,3975.8845928958867,64.80256548757667,false
-0.1789947,34.2927267,Yes,,,36492.79183921427,1076.1705320076576,3859.081755541979,52053.073362007584,9048.53245209624,1241.1806337084518,1113.2951656174369,3.7297008304025034,false
-1.1753574039,34.6248247194,Yes,Borehole/Tubewell,Well,54600.89076026368,1546.3541132838268,153.6631570381044,58163.97162825469,2394.6228156697766,3036.0,1153.0,3.843333333333333,false
-1.205666661262512,34.58607482910156,Yes,Borehole/Tubewell,Well,59589.3761197272,6041.793363101939,2112.4551253224213,62650.95450017045,3524.292777936927,1316.0,470.0,1.566666666666667,false
-0.1112352,34.3861044,No,,,25422.241989777824,494.65088902543096,987.2117857940324,40984.08434122058,12548.9432076188,1359.691432019902,625.4994825025644,2.0849982750085476,false
-1.2960095005,34.5759493002,Yes,Protected Well,Well,68968.15309697986,184.4017324580094,2266.053939213537,72501.60437084369,12014.877184044744,981.0,115.0,0.383333333333333,false
-1.288521647453308,34.55876922607422,Yes,Protected Well,Well,69093.26428536665,581.8992682592682,1499.5880185642432,72303.24160885804,10333.479269898711,1124.0,261.0,0.87,false
-0.15886401,35.197674,Yes,Piped Water,Piped Water,7113.767704716646,46.74285836925269,463.8386097823518,24871.30563204927,1159.6498285446287,8662.572645357768,3966.954873470702,64.39159481298155,false
0.007945,34.1800517,Yes,,,22283.776357832587,7486.168244888582,609.2535933121939,51792.61960382597,13133.726087742862,1304.6434177807382,527.5369918662786,1.7584566395542622,false
-1.231258392333984,34.57429885864258,Yes,Protected Well,Well,62699.4588846703,5549.368982426832,2902.826044694208,65753.19825496692,6122.345894519603,1532.0,234.0,0.78,false
